sequence_id,timestep,current_point1_x,current_point1_y,current_point2_x,current_point2_y,current_point3_x,current_point3_y,current_point4_x,current_point4_y,desired_point1_x,desired_point1_y,desired_point2_x,desired_point2_y,desired_point3_x,desired_point3_y,desired_point4_x,desired_point4_y,camera_pose_11,camera_pose_12,camera_pose_13,camera_pose_14,camera_pose_21,camera_pose_22,camera_pose_23,camera_pose_24,camera_pose_31,camera_pose_32,camera_pose_33,camera_pose_34,camera_pose_41,camera_pose_42,camera_pose_43,camera_pose_44,camera_velocity_vx,camera_velocity_vy,camera_velocity_vz,camera_velocity_wx,camera_velocity_wy,camera_velocity_wz,error1_x,error1_y,error2_x,error2_y,error3_x,error3_y,error4_x,error4_y,initial_camera_pose_tx,initial_camera_pose_ty,initial_camera_pose_tz,initial_camera_pose_r11,initial_camera_pose_r12,initial_camera_pose_r13,initial_camera_pose_r21,initial_camera_pose_r22,initial_camera_pose_r23,initial_camera_pose_r31,initial_camera_pose_r32,initial_camera_pose_r33,3d_point1_x,3d_point1_y,3d_point1_z,3d_point2_x,3d_point2_y,3d_point2_z,3d_point3_x,3d_point3_y,3d_point3_z,3d_point4_x,3d_point4_y,3d_point4_z,final_error
0,0,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.4775685963272862,-0.8648418493553286,-0.1548444748954283,-1.254598811526375,0.7122541928741861,0.4842812745558748,-0.508100001818224,4.507143064099161,0.5144144248902117,0.1323639781745503,0.8472647618936361,-2.0720242327543796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.54214172658669,-401.3149057763559,-635.9618584328865,-735.6828629480854,-554.710090689568,-820.222813373527,-343.8889197091813,-535.451884047807,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,1,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.42442426235463304,-0.9015896680978505,-0.08366669530902596,-1.683958904502263,0.714934479657515,0.3903850643418085,-0.5800587826554138,4.633741663263883,0.5556372335630183,0.18637481567542805,0.8102664331936664,-1.9671702607628159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.902611781850396,-361.9088156748128,-583.9558279498676,-657.0457501197482,-490.2141551299758,-748.2057810440017,-316.84407358813166,-484.0357138870977,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,2,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.36809843258953123,-0.9297839471926209,-0.0023141884192838663,-2.178558430510517,0.7123550841993942,0.2836168611598817,-0.6419592744723691,4.75314158381401,0.5975397710114403,0.23465567883331945,0.7667352440385597,-1.8604231507935005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.55330835426804,-325.66936672928216,-537.2533112175569,-584.1511180302978,-431.8220819877566,-682.6493819160108,-291.72962875677194,-437.2234074586129,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,3,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.30993323924491556,-0.946629740519159,0.08850718375241422,-2.745532865158233,0.7034837246089906,0.16570744421689348,-0.6911234999197807,4.855207590739574,0.6395717601813075,0.27646550832922145,0.7172968606391983,-1.7480781020489238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.407141525696716,-292.0391261685162,-495.39014420416527,-516.5746406951292,-379.057602731541,-622.9661060708303,-268.3611588602067,-394.7065980117486,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,4,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.2520137301773344,-0.9494061376422229,0.18739547915940297,-3.3907791926053754,0.6871105363333906,0.0391895167314145,-0.7254952051102741,4.929794803711831,0.6814456622957887,0.3115961610572806,0.6622232567288915,-1.6219263612715034,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3268237885257577,-260.51598442013835,-457.8722501540449,-453.93403514073384,-331.43416565543913,-568.622250684244,-246.54124390410476,-356.207911846092,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,5,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.19838936606379073,-0.9356108978780172,0.29201696389884235,-4.115565527935543,0.6614777513086919,-0.09204323092755673,-0.7442951216849489,4.97176219389714,0.7232488119287883,0.3408229619792467,0.6006253945940758,-1.4625291234427629,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.917662911723255,-230.6348785903549,-424.10684111095645,-395.88229286403674,-288.44071725500896,-519.1671717551187,-226.02262378130627,-321.48899513937107,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,6,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.15837214580766534,-0.9034471555351962,0.39837356913786176,-4.908480218900706,0.6234268167446053,-0.22137649753584557,-0.7498876252495771,4.998278346691025,0.7656743874493673,0.36711807840819405,0.5281733133261385,-1.218646744177553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.765978450393334,-201.93691087368086,-393.17839906505264,-342.13148224672074,-249.4120282851273,-474.27727911881266,-206.40237309074092,-290.3674079567917,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,7,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.15608813974304286,-0.8526683948430894,0.49859111611345985,-5.724010572775592,0.5651248212224247,-0.3369062038205285,-0.7530791102305009,5.1024490507583105,0.8101051962985294,0.39931293275193297,0.42927701157547604,-0.7347823964238633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.23959408303307,-173.85057874258757,-362.93420179610075,-292.3896631818181,-212.77108889043035,-433.7533352110866,-186.71662859524548,-262.67818067806974,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,8,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.2628868687041685,-0.7812207028832527,0.5662020025128081,-6.357695481298155,0.45471171635691926,-0.41726516813538106,-0.7868462584702915,5.625725003992959,0.8509569608803149,0.46431023340816946,0.24553667319117406,0.5510080254920786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.90957193568869,-144.42577435105198,-325.45835423594735,-244.75910787436533,-171.33502692312976,-396.3028958838567,-163.91360396458822,-237.5240845109339,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
0,9,0.05762412764489315,0.022016154932397874,0.06033149978941265,-0.06742164432782247,-0.509774432852108,-0.37585741109454607,-0.2919127793085013,-1.0823371043836802,400.0,400.0,600.0,400.0,400.0,600.0,600.0,600.0,0.6036928149184867,-0.6612270394659395,0.4453468170930413,-5.400893227894155,0.1444721625510383,-0.45863757899063706,-0.8768006417569695,7.306425548782456,0.7840170785535353,0.5936584652952539,-0.18134731075939237,4.493747444179096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.886483239738425,-100.4772997631535,-265.0676520726276,-180.28297879838613,-104.28663489129713,-343.8333759420266,-141.999911904613,-206.28791916163698,-0.1757632666379176,-1.0596817974039632,3.985270734899222,0.6190611801317812,-0.7853391214172425,0.0023915738417003268,-0.7747142495565437,-0.6101809115067787,0.16582245555653313,-0.128767568851353,-0.10450703136320917,-0.9861527232674264,0.05762412764489315,0.022016154932397874,0.9525671413223606,0.06033149978941265,-0.06742164432782247,-0.954231782958937,-0.509774432852108,-0.37585741109454607,-1.0899484994902402,-0.2919127793085013,-1.0823371043836802,1.4234755369175047,155.42027400795322
